customerid,risk_score,risk_band,churn_probability,tenure_months,contract,internet_service,monthly_charges
4226-KKDON,40,Medium,0.3982,8,Month-to-month,DSL,66.65
8715-KKTFG,40,Medium,0.3976,61,One year,Fiber optic,103.3
9475-NNDGC,40,Medium,0.3976,71,One year,Fiber optic,113.15
0191-ZHSKZ,40,Medium,0.3974,30,Month-to-month,DSL,74.75
7351-MHQVU,40,Medium,0.3973,6,Month-to-month,DSL,50.95
9332-GYWLO,40,Medium,0.3971,6,Month-to-month,DSL,54.85
7727-SHVZV,40,Medium,0.3968,9,Month-to-month,No,19.5
4138-NAXED,40,Medium,0.3968,51,Month-to-month,Fiber optic,81.0
6281-FKEWS,40,Medium,0.3961,44,One year,DSL,49.05
6637-KYRCV,40,Medium,0.396,5,Month-to-month,DSL,30.5
2851-STERV,40,Medium,0.3959,35,One year,DSL,73.0
2270-CHBFN,40,Medium,0.3959,44,Month-to-month,Fiber optic,95.1
2782-JEEBU,40,Medium,0.3958,21,Month-to-month,DSL,36.0
1355-KUSBG,40,Medium,0.3955,7,Month-to-month,DSL,48.8
7951-VRDVK,40,Medium,0.3953,36,One year,DSL,85.85
0222-CNVPT,40,Medium,0.3951,52,Month-to-month,DSL,48.8
1710-RCXUS,40,Medium,0.395,51,One year,Fiber optic,90.35
2172-EJXVF,39,Medium,0.3946,71,One year,Fiber optic,105.9
3845-FXCYS,39,Medium,0.3945,2,Month-to-month,No,19.65
5921-NGYRH,39,Medium,0.3943,64,Month-to-month,Fiber optic,73.55
9233-PSYHO,39,Medium,0.3941,45,One year,Fiber optic,100.15
3865-ZYKAD,39,Medium,0.3939,69,Month-to-month,Fiber optic,84.9
6480-YAGIY,39,Medium,0.3939,45,One year,Fiber optic,112.2
5882-CMAZQ,39,Medium,0.3938,5,Month-to-month,DSL,34.25
5066-GFJMM,39,Medium,0.3936,3,Month-to-month,No,19.9
2676-OXPPQ,39,Medium,0.3936,6,Month-to-month,DSL,55.7
2080-SRCDE,39,Medium,0.3935,1,Month-to-month,No,25.4
3199-NPKCN,39,Medium,0.3934,67,One year,Fiber optic,111.25
2018-PZKMU,39,Medium,0.3934,9,Month-to-month,Fiber optic,103.1
7629-WIXZF,39,Medium,0.3931,7,One year,DSL,59.1
6917-IAYHD,39,Medium,0.3931,1,Month-to-month,DSL,33.6
0265-PSUAE,39,Medium,0.3927,16,Month-to-month,Fiber optic,100.7
9489-UTFKA,39,Medium,0.3924,8,Month-to-month,DSL,60.9
4468-KAZHE,39,Medium,0.3922,20,Month-to-month,DSL,60.0
8091-TTVAX,39,Medium,0.392,58,One year,Fiber optic,100.35
5438-QMDDL,39,Medium,0.3919,19,Month-to-month,DSL,59.8
9256-JTBNZ,39,Medium,0.3918,11,Month-to-month,No,20.3
2303-PJYHN,39,Medium,0.3912,2,Month-to-month,No,19.85
5651-WYIPH,39,Medium,0.3912,18,Month-to-month,DSL,49.85
3807-BPOMJ,39,Medium,0.3911,55,One year,Fiber optic,94.75
8735-IJJEG,39,Medium,0.3893,14,Month-to-month,DSL,50.2
6859-RKMZJ,39,Medium,0.3891,11,Month-to-month,DSL,55.05
8344-WFMFH,39,Medium,0.3886,9,Month-to-month,DSL,50.1
9761-XUJWD,39,Medium,0.3886,5,Month-to-month,DSL,65.6
8705-DWKTI,39,Medium,0.3884,52,Month-to-month,Fiber optic,83.8
2957-JIRMN,39,Medium,0.3883,62,One year,Fiber optic,84.45
6705-LNMDD,39,Medium,0.3883,20,Month-to-month,DSL,50.0
9314-IJWSQ,39,Medium,0.3882,14,Month-to-month,Fiber optic,84.8
8402-EIVQS,39,Medium,0.3878,67,One year,Fiber optic,100.9
9571-EDEBV,39,Medium,0.3875,71,One year,Fiber optic,98.65
7130-CTCUS,39,Medium,0.3874,16,Month-to-month,DSL,54.55
1346-PJWTK,39,Medium,0.3871,61,Month-to-month,Fiber optic,94.15
1950-KSVVJ,39,Medium,0.3868,45,One year,Fiber optic,113.3
0887-WBJVH,39,Medium,0.3867,53,One year,Fiber optic,93.45
7926-IJOOU,39,Medium,0.3867,1,Month-to-month,No,19.3
7742-MYPGI,39,Medium,0.3866,6,Month-to-month,DSL,48.8
3657-COGMW,39,Medium,0.3865,52,Month-to-month,Fiber optic,108.1
5156-UMKOW,39,Medium,0.3864,3,Month-to-month,DSL,29.65
7395-XWZOY,39,Medium,0.3864,20,Month-to-month,DSL,55.0
4647-XXZAM,39,Medium,0.386,6,Month-to-month,DSL,45.5
1202-KKGFU,39,Medium,0.3858,12,Month-to-month,DSL,54.2
7041-TXQJH,39,Medium,0.3858,37,Month-to-month,DSL,40.2
2075-RMJIK,39,Medium,0.3856,5,Month-to-month,DSL,49.4
5206-XZZQI,39,Medium,0.3855,53,Month-to-month,Fiber optic,80.6
6749-UTDVX,38,Medium,0.3849,72,Two year,Fiber optic,103.65
9481-SFCQY,38,Medium,0.3848,14,Month-to-month,DSL,59.8
7188-CBBBA,38,Medium,0.3844,65,One year,Fiber optic,95.5
5968-XQIVE,38,Medium,0.3843,72,One year,Fiber optic,89.7
2657-VPXTA,38,Medium,0.3839,10,Month-to-month,Fiber optic,88.85
8495-PRWFH,38,Medium,0.3837,42,Month-to-month,DSL,55.65
6954-OOYZZ,38,Medium,0.383,18,Month-to-month,DSL,44.35
2560-PPCHE,38,Medium,0.383,65,One year,Fiber optic,105.05
7109-MFBYV,38,Medium,0.383,26,Month-to-month,DSL,45.45
9833-TGFHX,38,Medium,0.3829,42,One year,Fiber optic,97.1
3639-XJHKQ,38,Medium,0.3827,19,Month-to-month,DSL,60.6
3164-YAXFY,38,Medium,0.3826,57,Month-to-month,DSL,53.75
6726-WEXXK,38,Medium,0.3818,27,One year,Fiber optic,85.9
4522-AKYLR,38,Medium,0.3818,13,Month-to-month,DSL,54.8
8985-OOPOS,38,Medium,0.3816,1,One year,DSL,74.1
8189-HBVRW,38,Medium,0.3816,53,Month-to-month,Fiber optic,90.8
9972-VAFJJ,38,Medium,0.3814,53,One year,Fiber optic,94.0
3680-CTHUH,38,Medium,0.3809,60,One year,Fiber optic,116.6
5843-TTHGI,38,Medium,0.3807,18,Month-to-month,DSL,50.0
2585-KTFRE,38,Medium,0.3807,1,Month-to-month,DSL,70.45
4945-RVMTE,38,Medium,0.38,28,Month-to-month,DSL,59.55
9128-CPXKI,38,Medium,0.3797,59,Two year,Fiber optic,95.8
3756-VNWDH,38,Medium,0.3792,65,One year,Fiber optic,100.75
1925-LFCZZ,38,Medium,0.3791,55,One year,DSL,50.05
8735-DCXNF,38,Medium,0.379,10,Month-to-month,DSL,54.95
8205-MQUGY,38,Medium,0.3789,12,Month-to-month,DSL,49.2
5569-IDSEY,38,Medium,0.3786,71,One year,Fiber optic,105.7
4957-TREIR,38,Medium,0.3784,3,Month-to-month,DSL,64.4
8016-NCFVO,38,Medium,0.3779,55,Month-to-month,Fiber optic,116.5
0052-DCKON,38,Medium,0.3778,66,One year,Fiber optic,115.8
1110-KYLGQ,38,Medium,0.3777,63,Month-to-month,Fiber optic,108.25
4338-EYCER,38,Medium,0.3773,21,Month-to-month,DSL,54.6
9633-DENPU,38,Medium,0.3771,47,Month-to-month,DSL,58.6
6689-VRRTK,38,Medium,0.377,44,One year,Fiber optic,109.8
2692-AQCPF,38,Medium,0.3769,65,One year,Fiber optic,108.05
6624-JDRDS,38,Medium,0.3768,6,Month-to-month,DSL,29.45
4646-QZXTF,38,Medium,0.3767,7,Month-to-month,DSL,81.25
1891-QRQSA,38,Medium,0.3763,64,Two year,Fiber optic,111.6
3345-PBBFH,38,Medium,0.3763,8,Month-to-month,DSL,49.55
6917-YACBP,38,Medium,0.3763,59,Month-to-month,Fiber optic,89.75
5897-ZYEKH,38,Medium,0.3758,67,One year,Fiber optic,105.6
7596-LDUXP,38,Medium,0.3755,12,One year,Fiber optic,85.15
9909-DFRJA,38,Medium,0.375,26,One year,Fiber optic,95.85
9058-HRZSV,37,Medium,0.3744,65,Month-to-month,Fiber optic,94.4
3428-MMGUB,37,Medium,0.3744,60,Two year,Fiber optic,89.55
3043-TYBNO,37,Medium,0.3743,3,Month-to-month,DSL,60.65
7017-VFULY,37,Medium,0.3733,2,Month-to-month,No,20.1
9107-UKCKY,37,Medium,0.373,61,One year,DSL,79.8
8597-CWYHH,37,Medium,0.373,43,One year,Fiber optic,94.35
5366-OBVMR,37,Medium,0.3729,18,Month-to-month,DSL,50.3
6921-OZMFH,37,Medium,0.3718,5,Month-to-month,DSL,55.7
3466-WAESX,37,Medium,0.3717,16,Month-to-month,DSL,69.1
8268-YDIXR,37,Medium,0.3716,56,One year,Fiber optic,93.15
2621-UDNLU,37,Medium,0.3715,3,Month-to-month,No,20.85
8217-QYOHV,37,Medium,0.3711,5,Month-to-month,DSL,55.75
4016-BJKTZ,37,Medium,0.371,25,Two year,Fiber optic,108.9
7072-MBHEV,37,Medium,0.3706,11,Month-to-month,Fiber optic,78.1
5828-DWPIL,37,Medium,0.37,62,Month-to-month,Fiber optic,89.1
5949-HGVJL,37,Medium,0.3699,26,Month-to-month,DSL,73.05
3307-TLCUD,37,Medium,0.3697,17,Month-to-month,DSL,34.4
7841-FCRQD,37,Medium,0.3694,33,One year,DSL,53.75
7049-GKVZY,37,Medium,0.3692,17,One year,DSL,79.85
9780-FKVVF,37,Medium,0.3675,6,Month-to-month,DSL,59.15
4075-JFPGR,37,Medium,0.3674,51,One year,Fiber optic,93.5
2651-ZCBXV,37,Medium,0.3673,54,Two year,Fiber optic,108.0
6383-ZTSIW,37,Medium,0.3672,39,One year,Fiber optic,99.1
8111-BKVDS,37,Medium,0.3672,10,Month-to-month,DSL,40.7
6614-VBEGU,37,Medium,0.367,24,Month-to-month,DSL,69.45
7036-TYDEC,37,Medium,0.3665,69,Two year,Fiber optic,104.0
2604-XVDAM,37,Medium,0.3665,12,Month-to-month,DSL,43.8
2073-QBVBI,37,Medium,0.3664,41,One year,DSL,35.45
7382-DFJTU,37,Medium,0.3663,18,Month-to-month,DSL,55.2
4123-FCVCB,37,Medium,0.366,12,One year,DSL,75.85
1116-DXXDF,37,Medium,0.3659,39,Two year,Fiber optic,100.45
1400-WIVLL,37,Medium,0.3657,57,Two year,Fiber optic,107.95
0909-SDHNU,37,Medium,0.3657,7,Month-to-month,DSL,29.8
2931-FSOHN,37,Medium,0.3657,13,Month-to-month,DSL,59.9
0665-XHDJU,37,Medium,0.3653,72,Two year,Fiber optic,99.4
6743-HHQPF,36,Medium,0.365,42,Month-to-month,DSL,25.1
9700-ISPUP,36,Medium,0.3649,10,Month-to-month,DSL,65.5
6599-GZWCM,36,Medium,0.3647,13,One year,Fiber optic,74.65
7622-NXQZR,36,Medium,0.3641,28,Month-to-month,DSL,30.1
7319-VENRZ,36,Medium,0.3639,7,Month-to-month,DSL,64.3
2937-FTHUR,36,Medium,0.3638,18,Month-to-month,DSL,64.8
6655-LHBYW,36,Medium,0.3638,50,One year,Fiber optic,114.35
5951-AOFIH,36,Medium,0.3638,33,Month-to-month,DSL,66.4
4332-MUOEZ,36,Medium,0.3636,20,One year,Fiber optic,94.3
7808-DVWEP,36,Medium,0.3627,3,Month-to-month,No,20.0
5186-EJEGL,36,Medium,0.3624,9,Month-to-month,DSL,69.5
1840-BIUOG,36,Medium,0.3623,20,One year,DSL,68.7
0678-RLHVP,36,Medium,0.362,53,Two year,Fiber optic,105.55
7661-CPURM,36,Medium,0.362,19,One year,Fiber optic,87.7
9825-YCXWZ,36,Medium,0.362,41,One year,Fiber optic,101.1
4693-VWVBO,36,Medium,0.3618,3,Month-to-month,No,19.55
4608-LCIMN,36,Medium,0.3616,8,Month-to-month,DSL,44.65
5945-AZYHT,36,Medium,0.3616,71,One year,Fiber optic,109.6
5702-SKUOB,36,Medium,0.3615,4,Month-to-month,No,19.6
4439-YRNVD,36,Medium,0.3614,10,Month-to-month,DSL,36.25
0136-IFMYD,36,Medium,0.3612,69,Two year,Fiber optic,109.95
0030-FNXPP,36,Medium,0.3609,3,Month-to-month,No,19.85
2577-GVSIL,36,Medium,0.3599,35,One year,DSL,73.45
9402-CXWPL,36,Medium,0.3598,70,One year,Fiber optic,98.9
1153-GNOLC,36,Medium,0.3598,33,One year,DSL,39.1
9289-LBQVU,36,Medium,0.3596,64,One year,DSL,70.15
1867-TJHTS,36,Medium,0.3595,58,Month-to-month,Fiber optic,79.8
4324-AHJKS,36,Medium,0.359,5,Month-to-month,DSL,55.8
0206-TBWLC,36,Medium,0.3589,54,One year,Fiber optic,114.65
8769-KKTPH,36,Medium,0.3588,63,One year,Fiber optic,99.65
8259-NFJTV,36,Medium,0.3585,7,Month-to-month,DSL,34.65
0959-WHOKV,36,Medium,0.3584,42,One year,Fiber optic,99.0
3723-BFBGR,36,Medium,0.3584,24,Month-to-month,DSL,54.8
6198-PNNSZ,36,Medium,0.3583,56,One year,Fiber optic,109.8
0699-NDKJM,36,Medium,0.3582,57,Month-to-month,DSL,58.75
2001-EWBQU,36,Medium,0.3575,60,Two year,Fiber optic,104.7
4132-POCZS,36,Medium,0.3565,52,Month-to-month,DSL,39.9
8059-UDZFY,36,Medium,0.3563,33,Month-to-month,Fiber optic,105.35
7025-IWFHT,36,Medium,0.3563,41,One year,Fiber optic,89.55
4712-AUQZO,36,Medium,0.3562,18,Month-to-month,DSL,33.6
6797-UCJHZ,36,Medium,0.3562,66,One year,Fiber optic,104.6
5325-UWTWJ,36,Medium,0.3561,31,Month-to-month,Fiber optic,90.55
2001-MCUUW,36,Medium,0.3555,46,Two year,Fiber optic,108.65
6620-JDYNW,35,Medium,0.3549,18,Month-to-month,DSL,60.6
2186-QZEYA,35,Medium,0.3548,29,Month-to-month,DSL,58.55
0239-OXEXL,35,Medium,0.3547,46,Month-to-month,Fiber optic,84.25
7789-CRUVC,35,Medium,0.3547,61,Month-to-month,Fiber optic,94.2
6322-PJJDJ,35,Medium,0.3546,49,Two year,Fiber optic,94.8
7824-PANSQ,35,Medium,0.3542,58,Month-to-month,Fiber optic,80.65
2911-WDXMV,35,Medium,0.3538,18,Month-to-month,Fiber optic,80.55
0853-NWIFK,35,Medium,0.3534,45,One year,Fiber optic,100.3
5136-RGMZO,35,Medium,0.3533,31,Month-to-month,DSL,71.05
1258-YMZNM,35,Medium,0.3528,27,One year,Fiber optic,110.5
7208-PSIHR,35,Medium,0.3523,70,Two year,Fiber optic,104.3
1370-GGAWX,35,Medium,0.3512,46,One year,Fiber optic,94.15
7054-ENNGU,35,Medium,0.3511,9,Month-to-month,DSL,50.85
5294-IMHHT,35,Medium,0.3508,53,One year,Fiber optic,97.75
5353-WILCI,35,Medium,0.3508,28,Month-to-month,DSL,56.05
1530-ZTDOZ,35,Medium,0.3507,49,Month-to-month,DSL,40.65
8124-NZVGJ,35,Medium,0.3503,6,One year,DSL,49.25
2972-YDYUW,35,Medium,0.3503,57,One year,Fiber optic,94.7
3709-OIJEA,35,Medium,0.3501,26,One year,Fiber optic,85.2
1629-DQQVB,35,Medium,0.3498,14,Month-to-month,DSL,50.1
9481-IEBZY,35,Medium,0.3498,72,Month-to-month,Fiber optic,112.9
9938-EKRGF,35,Medium,0.3493,15,Month-to-month,DSL,84.45
0442-ZXKVS,35,Medium,0.3491,54,One year,Fiber optic,115.6
2758-RNWXS,35,Medium,0.349,35,One year,Fiber optic,89.2
9079-LWTFD,35,Medium,0.349,47,Month-to-month,Fiber optic,100.75
8980-WQFWL,35,Medium,0.3489,35,Month-to-month,DSL,62.1
3566-VVORZ,35,Medium,0.3488,12,Month-to-month,DSL,45.9
6211-WHMYA,35,Medium,0.3483,64,Month-to-month,DSL,43.85
2259-OUUSZ,35,Medium,0.3481,7,One year,DSL,35.5
4415-WNGVR,35,Medium,0.3481,12,One year,DSL,79.2
3339-EAQNV,35,Medium,0.348,72,One year,Fiber optic,97.25
7089-XXAYG,35,Medium,0.3479,25,One year,DSL,38.1
8263-OKETD,35,Medium,0.3478,20,Month-to-month,DSL,68.9
4323-OHFOW,35,Medium,0.3477,70,One year,Fiber optic,105.55
1855-CFULU,35,Medium,0.3475,4,Month-to-month,No,20.05
2896-TBNBE,35,Medium,0.3474,40,One year,Fiber optic,80.8
6563-VNPMN,35,Medium,0.3473,45,Month-to-month,Fiber optic,85.7
8108-UXRQN,35,Medium,0.3471,11,Month-to-month,DSL,50.55
3638-DIMPH,35,Medium,0.347,13,One year,DSL,43.8
7502-BNYGS,35,Medium,0.3468,46,Month-to-month,DSL,69.1
0786-IVLAW,35,Medium,0.3466,66,One year,Fiber optic,108.1
0228-MAUWC,35,Medium,0.3466,19,Month-to-month,DSL,59.55
1958-RNRKS,35,Medium,0.3466,30,Month-to-month,DSL,49.9
6734-CKRSM,35,Medium,0.3462,3,Month-to-month,No,20.0
5223-UZAVK,35,Medium,0.346,64,One year,Fiber optic,100.3
9114-VEPUF,35,Medium,0.3452,62,One year,Fiber optic,96.1
2475-MROZF,35,Medium,0.3451,30,Month-to-month,Fiber optic,95.0
7928-VJYAB,34,Medium,0.345,11,Month-to-month,Fiber optic,90.6
5193-QLVZB,34,Medium,0.3448,63,Two year,Fiber optic,104.75
7446-YPODE,34,Medium,0.3445,11,Month-to-month,DSL,60.25
8878-RYUKI,34,Medium,0.3445,52,Month-to-month,DSL,59.45
2460-NGXBJ,34,Medium,0.3442,11,Month-to-month,Fiber optic,75.2
5989-OMNJE,34,Medium,0.344,24,One year,DSL,57.6
7537-CBQUZ,34,Medium,0.3439,63,Month-to-month,Fiber optic,109.4
4881-JVQOD,34,Medium,0.3439,10,Month-to-month,DSL,34.55
1353-LJWEM,34,Medium,0.3438,11,Month-to-month,DSL,60.9
4307-KWMXE,34,Medium,0.3437,10,Month-to-month,DSL,35.75
2266-SJNAT,34,Medium,0.3437,72,One year,Fiber optic,109.15
7343-EOBEU,34,Medium,0.3435,3,Month-to-month,No,23.6
3629-WEAAM,34,Medium,0.3435,8,Month-to-month,DSL,64.1
6625-UTXEW,34,Medium,0.3434,12,Month-to-month,DSL,51.25
9415-TPKRV,34,Medium,0.3426,8,Month-to-month,DSL,55.75
0550-DCXLH,34,Medium,0.3424,13,Month-to-month,DSL,73.35
3179-GBRWV,34,Medium,0.3422,21,Month-to-month,DSL,64.95
8791-GFXLZ,34,Medium,0.3421,12,Month-to-month,DSL,49.05
0537-QYZZN,34,Medium,0.3418,24,Month-to-month,Fiber optic,79.85
3327-YBAKM,34,Medium,0.341,64,One year,Fiber optic,96.9
3070-BDOQC,34,Medium,0.3409,60,Two year,Fiber optic,99.65
6906-MPARY,34,Medium,0.3402,40,One year,Fiber optic,89.6
5947-SGKCL,34,Medium,0.3399,15,Month-to-month,Fiber optic,105.35
6878-GGDWG,34,Medium,0.3393,32,Month-to-month,No,19.4
5734-EJKXG,34,Medium,0.3392,61,One year,Fiber optic,118.6
5424-RLQLC,34,Medium,0.3392,10,Month-to-month,DSL,59.65
1768-HNVGJ,34,Medium,0.3388,45,Month-to-month,DSL,70.05
2446-ZKVAF,34,Medium,0.3387,18,Month-to-month,DSL,56.8
3644-QXEHN,34,Medium,0.3387,13,Month-to-month,Fiber optic,97.0
8627-ZYGSZ,34,Medium,0.3385,47,One year,Fiber optic,78.9
1591-MQJTP,34,Medium,0.3383,51,One year,Fiber optic,93.65
1356-MKYSK,34,Medium,0.3383,6,Month-to-month,DSL,78.65
5537-UXXVS,34,Medium,0.3377,20,Month-to-month,No,19.25
8739-QOTTN,34,Medium,0.3375,2,Month-to-month,No,20.35
3301-LSLWQ,34,Medium,0.3373,29,Month-to-month,DSL,66.1
9373-WSLOY,34,Medium,0.3373,33,Month-to-month,DSL,50.0
6549-YMFAW,34,Medium,0.3371,9,Month-to-month,No,21.25
6647-ZEDXT,34,Medium,0.337,30,One year,Fiber optic,110.45
0750-EBAIU,34,Medium,0.3364,52,One year,Fiber optic,91.25
7285-KLOTR,34,Medium,0.3361,12,One year,DSL,78.85
7296-PIXQY,34,Medium,0.336,14,Month-to-month,Fiber optic,70.2
4186-ZBUEW,34,Medium,0.3358,36,One year,DSL,70.7
2832-SCUCO,34,Medium,0.3357,2,Month-to-month,No,19.9
2324-EFHVG,33,Medium,0.3349,64,Two year,Fiber optic,104.4
8294-UIMBA,33,Medium,0.3349,30,One year,Fiber optic,94.4
4627-MIHJH,33,Medium,0.3347,69,Two year,Fiber optic,110.25
0178-CIIKR,33,Medium,0.3345,3,Month-to-month,No,19.95
1095-WGNGG,33,Medium,0.3345,61,Two year,Fiber optic,101.05
5686-CMAWK,33,Medium,0.3344,17,One year,Fiber optic,86.75
2061-VVFST,33,Medium,0.3344,37,Month-to-month,No,19.5
5345-BMKWB,33,Medium,0.3337,8,Month-to-month,No,20.25
1696-MZVAU,33,Medium,0.3333,39,One year,DSL,25.25
0822-QGCXA,33,Medium,0.3332,27,Month-to-month,DSL,83.85
5298-GSTLM,33,Medium,0.3331,60,One year,Fiber optic,101.4
5481-NTDOH,33,Medium,0.3331,67,One year,Fiber optic,107.05
7797-EJMDP,33,Medium,0.3329,8,Month-to-month,DSL,66.05
4083-BFNYK,33,Medium,0.3328,38,One year,Fiber optic,95.0
3086-RUCRN,33,Medium,0.3325,66,Month-to-month,Fiber optic,103.1
0103-CSITQ,33,Medium,0.3324,57,One year,Fiber optic,109.4
0274-JKUJR,33,Medium,0.3319,7,Month-to-month,DSL,58.85
4237-CLSMM,33,Medium,0.3315,2,Month-to-month,No,20.0
3316-UWXUY,33,Medium,0.3312,50,Month-to-month,Fiber optic,93.5
3272-VUHPV,33,Medium,0.3312,8,Month-to-month,DSL,56.3
4833-QTJNO,33,Medium,0.3311,67,Month-to-month,Fiber optic,83.85
4692-NNQRU,33,Medium,0.331,21,One year,Fiber optic,79.2
5309-TAIKL,33,Medium,0.3308,7,Month-to-month,DSL,62.8
6968-URWQU,33,Medium,0.3308,43,One year,DSL,56.35
4660-IRIBM,33,Medium,0.3303,18,Month-to-month,Fiber optic,87.9
1134-YWTYF,33,Medium,0.33,27,Month-to-month,DSL,53.8
8865-TNMNX,33,Medium,0.3292,10,One year,DSL,49.55
5195-KPUNQ,33,Medium,0.329,53,One year,Fiber optic,96.75
0002-ORFBO,33,Medium,0.3289,9,One year,DSL,65.6
4785-NKHCX,33,Medium,0.3288,5,Month-to-month,No,20.05
4973-RLZVI,33,Medium,0.3287,30,One year,DSL,74.65
4118-CEVPF,33,Medium,0.3284,35,One year,Fiber optic,110.8
8565-HBFNN,33,Medium,0.3284,69,One year,Fiber optic,107.2
7993-NQLJE,33,Medium,0.3283,15,Month-to-month,Fiber optic,75.1
7159-NOKYQ,33,Medium,0.3273,67,Two year,Fiber optic,93.15
7868-BGSZA,33,Medium,0.3269,43,One year,DSL,80.2
8631-WUXGY,33,Medium,0.3265,46,Month-to-month,Fiber optic,99.8
4801-JZAZL,33,Medium,0.3262,11,Month-to-month,DSL,29.6
5619-PTMIK,33,Medium,0.3262,46,Month-to-month,DSL,53.1
6475-VHUIZ,33,Medium,0.3261,23,Month-to-month,DSL,54.25
3011-WQKSZ,33,Medium,0.3259,19,Month-to-month,No,20.0
6551-GNYDG,33,Medium,0.3258,14,Month-to-month,Fiber optic,80.9
3097-PYWXL,33,Medium,0.3256,4,Month-to-month,No,19.95
1229-RCALF,32,Medium,0.3249,64,One year,Fiber optic,115.0
3744-ZBHON,32,Medium,0.3248,3,Month-to-month,No,20.2
1264-FUHCX,32,Medium,0.3248,49,One year,DSL,56.3
3160-TYXLT,32,Medium,0.3247,53,Month-to-month,DSL,46.3
9480-BQJEI,32,Medium,0.3246,62,One year,Fiber optic,92.3
0701-TJSEF,32,Medium,0.3245,9,Month-to-month,DSL,68.25
3537-RYBHH,32,Medium,0.3244,47,Month-to-month,DSL,67.45
4431-EDMIQ,32,Medium,0.3242,7,Month-to-month,DSL,75.7
5590-ZSKRV,32,Medium,0.3242,8,Month-to-month,DSL,54.65
9770-LXDBK,32,Medium,0.324,3,Month-to-month,No,20.4
1697-NVVGY,32,Medium,0.3237,19,Month-to-month,DSL,66.4
3001-UNBTL,32,Medium,0.3233,29,Month-to-month,Fiber optic,103.95
7143-BQIBA,32,Medium,0.3233,10,Month-to-month,DSL,62.25
6994-ORCWG,32,Medium,0.3233,14,One year,DSL,54.25
8070-AAWZP,32,Medium,0.3232,24,Month-to-month,DSL,34.25
9853-JFZDU,32,Medium,0.3231,35,Month-to-month,DSL,56.85
3374-TTZTK,32,Medium,0.3225,52,Two year,Fiber optic,106.3
3417-TSCIC,32,Medium,0.322,29,One year,DSL,24.85
8582-KRHPJ,32,Medium,0.322,50,Month-to-month,DSL,35.0
4374-YMUSQ,32,Medium,0.3216,34,One year,Fiber optic,116.25
6202-DYYFX,32,Medium,0.3207,22,One year,Fiber optic,76.0
1125-SNVCK,32,Medium,0.3204,49,Month-to-month,DSL,43.8
4350-ZTLPI,32,Medium,0.3204,53,One year,Fiber optic,108.95
8932-CZHRQ,32,Medium,0.3204,68,One year,DSL,76.75
8819-ZBYNA,32,Medium,0.3201,58,Two year,Fiber optic,109.1
8229-MYEJZ,32,Medium,0.32,10,Month-to-month,DSL,51.2
2805-EDJPQ,32,Medium,0.32,56,One year,Fiber optic,99.75
7787-BNTZM,32,Medium,0.3195,6,Month-to-month,No,20.15
4369-NYSCF,32,Medium,0.3194,56,One year,DSL,75.75
9609-BENEA,32,Medium,0.319,35,One year,DSL,69.0
4324-BZCKL,32,Medium,0.3189,10,Month-to-month,DSL,55.55
9163-GHAYE,32,Medium,0.3188,15,Month-to-month,DSL,48.85
4283-IVYCI,32,Medium,0.3181,9,Month-to-month,DSL,64.95
9501-UKKNL,32,Medium,0.3179,59,Month-to-month,DSL,51.7
7869-ZYDST,32,Medium,0.3179,31,Month-to-month,DSL,59.05
1452-KIOVK,32,Medium,0.3177,22,Month-to-month,Fiber optic,89.1
6227-FBDXH,32,Medium,0.3174,69,One year,Fiber optic,99.5
1089-HDMKP,32,Medium,0.317,11,Month-to-month,DSL,54.55
3173-NVMPX,32,Medium,0.3169,9,Month-to-month,DSL,55.3
7176-WRTNX,32,Medium,0.3162,70,Two year,Fiber optic,114.95
3521-MNKLV,32,Medium,0.3161,24,Month-to-month,DSL,49.7
7409-JURKQ,32,Medium,0.3156,53,One year,Fiber optic,111.8
0946-FKYTX,32,Medium,0.3156,52,One year,DSL,30.1
7241-AJHFS,32,Medium,0.3154,32,Month-to-month,Fiber optic,87.65
0872-JCPIB,32,Medium,0.3153,17,Month-to-month,DSL,65.75
8707-RMEZH,32,Medium,0.3152,69,One year,Fiber optic,87.3
0557-ASKVU,32,Medium,0.315,18,One year,DSL,54.4
9060-HJJRW,32,Medium,0.315,51,One year,DSL,56.4
8644-XYTSV,31,Medium,0.3148,42,Month-to-month,DSL,40.15
1142-IHLOO,31,Medium,0.314,51,One year,Fiber optic,87.55
6576-FBXOJ,31,Medium,0.3139,17,One year,DSL,54.6
4310-KEDTB,31,Medium,0.3139,26,Month-to-month,DSL,29.8
9426-SXNHE,31,Medium,0.3137,2,Month-to-month,No,18.75
6789-HJBWG,31,Medium,0.3132,12,Month-to-month,DSL,49.4
0114-RSRRW,31,Medium,0.3128,10,Month-to-month,No,19.95
9881-VCZEP,31,Medium,0.3127,25,Month-to-month,DSL,54.1
2519-ERQOJ,31,Medium,0.3126,33,Month-to-month,DSL,54.6
7191-ADRGF,31,Medium,0.3124,44,Two year,DSL,54.3
9036-CSKBW,31,Medium,0.3123,51,One year,Fiber optic,107.45
2277-BKJKN,31,Medium,0.3123,71,Two year,Fiber optic,99.2
6483-OATDN,31,Medium,0.3121,8,Month-to-month,DSL,51.3
6497-TILVL,31,Medium,0.312,7,Month-to-month,DSL,50.7
6447-GORXK,31,Medium,0.3118,31,Month-to-month,DSL,25.0
7883-ROJOC,31,Medium,0.3111,19,Month-to-month,DSL,44.9
